2.0889e+06,1.7604e+06,-1,1.3183e+09
2.0889e+06,1.7747e+06,-1,1.3183e+09
2.0889e+06,7.8631e+05,-1,1.3183e+09
6.0164e+05,1.775e+06,-1,1.3183e+09
6.0164e+05,1.9023e+06,-1,1.3183e+09
6.0164e+05,4.621e+05,-1,1.3183e+09
1.5294e+06,1.7745e+06,-1,1.3183e+09
1.5294e+06,1.7747e+06,-1,1.3183e+09
1.5294e+06,1.775e+06,-1,1.3183e+09
1.854e+06,1.7604e+06,-1,1.3183e+09
1.854e+06,2.1055e+06,-1,1.3183e+09
1.854e+06,7.2539e+05,-1,1.3183e+09
2.2029e+06,1.7746e+06,-1,1.3183e+09
2.2029e+06,1.7748e+06,-1,1.3183e+09
2.2029e+06,4.5803e+05,-1,1.3183e+09
4.5139e+05,1.7745e+06,-1,1.3183e+09
4.5139e+05,1.7747e+06,-1,1.3183e+09
4.5139e+05,6.4736e+05,-1,1.3183e+09
2.2704e+06,1.7747e+06,-1,1.3183e+09
2.2704e+06,5.6351e+05,-1,1.3183e+09
2.2704e+06,6.6593e+05,-1,1.3183e+09
6.1768e+05,1.6065e+06,-1,1.3183e+09
6.1768e+05,2.1056e+06,-1,1.3183e+09
6.1768e+05,6.2957e+05,-1,1.3183e+09
2.4913e+05,1.6066e+06,-1,1.3183e+09
2.4913e+05,6.8744e+05,-1,1.3183e+09
2.4913e+05,7.3143e+05,-1,1.3183e+09
7.5377e+05,1.4199e+06,-1,1.3183e+09
7.5377e+05,1.8372e+06,-1,1.3183e+09
7.5377e+05,6.4736e+05,-1,1.3183e+09
1.6023e+06,1.7604e+06,-1,1.3183e+09
1.6023e+06,2.1056e+06,-1,1.3183e+09
1.6023e+06,9.0859e+05,-1,1.3183e+09
2.3071e+06,1.7745e+06,-1,1.3183e+09
2.3071e+06,2.3935e+06,-1,1.3183e+09
2.3071e+06,5.0478e+05,-1,1.3183e+09
6.3325e+05,1.7745e+06,-1,1.3183e+09
6.3325e+05,1.775e+06,-1,1.3183e+09
6.3325e+05,7.3143e+05,1,1.3183e+09
1.5791e+06,1.7747e+06,-1,1.3183e+09
1.5791e+06,1.7747e+06,-1,1.3183e+09
1.5791e+06,2.3935e+06,-1,1.3183e+09
1.9513e+06,1.7604e+06,-1,1.3183e+09
1.9513e+06,1.775e+06,-1,1.3183e+09
1.9513e+06,4.4155e+05,-1,1.3183e+09
2.3844e+06,1.6754e+06,1,1.3183e+09
2.3844e+06,1.775e+06,1,1.3183e+09
2.3844e+06,6.8288e+05,1,1.3183e+09
4.2172e+05,4.5803e+05,-1,1.3183e+09
4.2172e+05,6.5113e+05,-1,1.3183e+09
4.2172e+05,7.2167e+05,-1,1.3183e+09
1.227e+06,1.7604e+06,-1,1.3183e+09
1.227e+06,1.7745e+06,-1,1.3183e+09
1.227e+06,1.7748e+06,-1,1.3183e+09
1.3317e+06,1.6065e+06,-1,1.3183e+09
1.3317e+06,1.775e+06,-1,1.3183e+09
1.3317e+06,6.9642e+05,-1,1.3183e+09
1.6081e+06,1.7603e+06,-1,1.3183e+09
1.6081e+06,1.7745e+06,-1,1.3183e+09
1.6081e+06,1.7749e+06,-1,1.3183e+09
2.319e+06,1.7748e+06,-1,1.3183e+09
2.319e+06,1.775e+06,-1,1.3183e+09
2.319e+06,2.1883e+06,-1,1.3183e+09
5.7097e+05,1.7747e+06,-1,1.3183e+09
5.7097e+05,1.7747e+06,-1,1.3183e+09
5.7097e+05,5.6094e+05,-1,1.3183e+09
1.0354e+06,4.5803e+05,-1,1.3183e+09
1.0354e+06,6.4736e+05,-1,1.3183e+09
1.0354e+06,7.2539e+05,-1,1.3183e+09
2.319e+06,1.7604e+06,-1,1.3183e+09
2.319e+06,2.1055e+06,-1,1.3183e+09
2.319e+06,2.1844e+05,1,1.3183e+09
4.2172e+05,1.7747e+06,-1,1.3183e+09
4.2172e+05,5.6257e+05,-1,1.3183e+09
4.2172e+05,7.2167e+05,-1,1.3183e+09
