1e+06,1e+06,0,3,4
1e+06,1.2903e+06,0,3,0
1e+06,1.6754e+06,0,1,0
1e+06,1.7604e+06,0,1,0
1e+06,1.7747e+06,0,1,0
1e+06,1.7749e+06,0,1,0
1e+06,1.7751e+06,0,1,0
1e+06,1.8372e+06,0,1,0
1e+06,1.9287e+06,0,1,0
1e+06,1.9542e+06,0,1,0
1e+06,3.3057e+05,0,1,0
1e+06,1e+06,0,1,0
1e+06,1.0458e+06,0,1,0
1e+06,1.063e+06,0,1,0
1e+06,1.0865e+06,0,28,0
1e+06,1.1603e+06,0,1,0
1e+06,1.4429e+06,0,1,0
1e+06,1.4441e+06,1,1,0
1e+06,1.6754e+06,0,55,0
1e+06,1.7603e+06,0,6,0
1e+06,1.7606e+06,0,10,0
1e+06,1.7745e+06,0,100,0
1e+06,1.7747e+06,0,2,0
1e+06,1.7747e+06,0,1,0
1e+06,1.7748e+06,0,33,0
1e+06,1.7748e+06,0,9,0
1e+06,1.7748e+06,0,1,0
1e+06,1.7749e+06,0,2,0
1e+06,1.7749e+06,0,13,0
1e+06,1.775e+06,0,10,0
1e+06,1.775e+06,0,3,0
1e+06,1.775e+06,0,8,0
1e+06,1.775e+06,0,1,0
1e+06,1.7751e+06,0,4,0
1e+06,1.7751e+06,0,7,0
1e+06,1.9199e+06,0,1,0
1e+06,1.9982e+06,0,1,0
1e+06,2.1776e+06,0,2,0
1e+06,2.3359e+06,0,2,0
1e+06,2.3395e+06,0,8,0
1e+06,5.131e+05,0,6,0
1e+06,6.0987e+05,2,6,0
1e+06,9.2477e+05,0,1,0
1e+06,9.5982e+05,0,41,0
1e+06,9.8834e+05,0,1,0
1e+06,1e+06,0,0,6
1e+06,1.1115e+06,0,0,2
1e+06,1.0957e+06,0,1,0
1e+06,1.4366e+06,0,2,0
1e+06,1.4634e+06,0,8,0
1e+06,1.9271e+06,0,1,0
1e+06,5.4843e+05,0,1,0
1e+06,7.1315e+05,0,1,0
1e+05,1e+05,0,2,0
1e+06,1e+06,0,13,0
1e+06,1.0054e+05,0,24,0
1e+06,1.6754e+06,0,6,0
1e+06,1.7604e+06,0,5,0
1e+06,1.7725e+06,0,1,0
1e+06,1.7745e+06,0,2,0
1e+06,1.7747e+06,0,19,0
1e+06,1.7747e+06,0,4,0
1e+06,1.7749e+06,0,3,0
1e+06,1.7749e+06,0,1,0
1e+06,1.775e+06,0,2,0
1e+06,1.775e+06,0,2,0
1e+06,1.775e+06,0,6,0
1e+06,1.7751e+06,0,11,0
1e+06,1.8743e+06,0,3,0
1e+06,1.9542e+06,0,12,0
1e+06,2.2299e+06,0,79,0
1e+06,2.2849e+06,0,8,0
1e+06,2.6801e+05,0,4,0
1e+06,4.7788e+05,0,5,0
1e+06,6.6991e+05,0,6,0
1e+06,7.0675e+05,0,4,0
1e+06,1e+06,0,0,2
1e+06,2.3395e+06,1,0,0
1e+06,1e+06,0,0,14
1e+06,1.205e+06,1,5,0
1e+06,1.6754e+06,0,1,0
1e+06,1.7604e+06,0,3,1
1e+06,1.7747e+06,0,4,1
1e+06,1.775e+06,0,4,0
1e+06,1.7751e+06,0,2,0
1e+06,2.2949e+05,0,2,0
1e+06,1e+06,0,0,5
1e+06,1.0104e+06,0,5,0
1e+06,1.1611e+06,0,1,0
1e+06,1.7096e+06,0,1,0
1e+06,1.7747e+06,0,2,0
1e+06,1.7748e+06,0,1,0
1e+06,1.7749e+06,0,2,0
1e+06,1.7855e+06,1,2,0
1e+06,2.2298e+06,0,1,0
1e+06,2.4072e+06,0,1,0
1e+06,7.1316e+05,0,2,0
1e+06,7.2938e+05,0,1,0
1e+06,7.3772e+05,0,1,0
1e+06,8.6532e+05,1,1,0
1e+06,9.2207e+05,0,1,0
1e+06,1.0139e+06,0,1,0
1e+06,1.0267e+06,0,10,0
1e+06,1.063e+06,0,8,0
1e+06,1.1229e+06,0,17,0
1e+06,1.3167e+05,0,1,0
1e+06,1.5465e+06,0,1,0
1e+06,1.5864e+06,0,1,0
1e+06,1.6374e+06,0,1,1
1e+06,1.7744e+06,0,1,0
1e+06,1.9187e+06,0,1,0
1e+06,1.9275e+06,0,1,0
1e+06,2.018e+06,0,3,0
1e+06,5.6351e+05,0,0,1
1e+06,5.8144e+05,0,5,0
1e+06,5.9227e+05,0,3,0
1e+06,6.6592e+05,0,3,0
1e+06,6.8022e+05,0,22,0
1e+06,7.3503e+05,0,2,0
1e+06,9.8865e+05,0,3,0
1e+05,1e+05,0,4,0
1e+05,1.0104e+06,0,3,0
1e+05,1.7606e+06,0,5,0
1e+05,1.775e+06,1,0,0
1e+05,4.3644e+05,1,3,0
1e+05,6.4028e+05,0,0,1
1e+06,1.6066e+06,0,0,1
1e+06,1.0104e+06,0,4,0
1e+06,1.0387e+06,0,6,0
1e+06,1.0989e+06,0,2,0
1e+06,1.7096e+06,0,1,0
1e+06,1.7603e+06,0,1,0
1e+06,1.7747e+06,0,0,1
1e+06,2.1416e+06,0,2,0
1e+06,2.1583e+06,0,1,0
1e+06,2.1883e+06,0,2,0
1e+06,2.4651e+05,0,3,2
1e+06,6.5159e+05,0,2,1
1e+06,6.6442e+05,0,6,0
1e+06,7.1604e+05,0,0,2
1e+06,7.4156e+05,0,2,0
1e+06,9.7205e+05,0,1,0
1e+06,1e+06,0,0,3
1e+06,1.0104e+06,0,63,0
1e+06,1.185e+06,0,53,0
1e+06,1.2749e+05,0,1,0
1e+06,1.3176e+06,0,0,1
1e+06,1.7604e+06,0,0,1
1e+06,1.7606e+06,0,1,0
1e+06,1.7745e+06,0,1,3
1e+06,1.7746e+06,0,1,0
1e+06,1.7746e+06,0,2,0
1e+06,1.7747e+06,0,2,0
1e+06,1.7748e+06,0,1,0
1e+06,1.7749e+06,0,3,0
1e+06,1.775e+06,0,1,0
1e+06,1.7751e+06,0,12,0
1e+06,2.1054e+06,0,17,0
1e+06,2.1056e+06,0,1,0
1e+06,2.2623e+06,0,1,0
1e+06,6.4659e+05,0,1,0
1e+06,7.1181e+05,0,1,0
1e+06,1.4441e+06,1,0,0
1e+06,1.4441e+06,1,0,0
1e+06,1.7604e+06,0,4,0
1e+06,1.7747e+06,0,3,0
1e+06,1e+06,0,5,2
1e+06,1.7097e+06,0,4,0
1e+06,1.7747e+06,0,1,0
1e+06,1.7747e+06,0,5,0
1e+06,1.7748e+06,0,17,1
1e+06,1.7749e+06,0,1,0
1e+06,1.775e+06,0,1,0
1e+06,1.775e+06,0,3,0
1e+06,5.4448e+05,0,33,0
1e+06,6.4659e+05,0,1,0
1e+06,1e+06,0,0,2
1e+06,1e+06,0,1,0
1e+06,1.0104e+06,0,26,0
1e+06,1.185e+06,0,1,0
1e+06,1.3374e+05,0,1,0
1e+06,1.6694e+06,0,4,0
1e+06,1.7606e+05,0,1,0
1e+06,1.7747e+06,0,1,0
1e+06,1.775e+06,0,18,0
1e+06,1.9183e+06,0,2,0
1e+06,2.0121e+06,0,3,0
1e+06,3.5152e+05,0,2,0
1e+06,5.3433e+05,0,4,0
1e+06,6.0447e+05,0,3,0
1e+06,7.2518e+05,0,1,0
1e+06,9.2207e+05,0,1,0
1e+06,1e+06,0,1,11
1e+06,1.0219e+06,0,0,3
1e+06,2.1883e+06,0,1,3
1e+06,5.5973e+05,0,0,1
1e+06,5.9518e+05,0,0,1
1e+05,1e+05,0,1,0
1e+05,1.3684e+06,0,1,0
1e+05,1.7745e+06,0,1,0
1e+05,2.4104e+06,0,1,0
1e+06,1e+06,0,1,0
1e+06,1.7745e+06,0,1,0
1e+06,1.7748e+06,0,3,0
1e+06,1.7748e+06,0,1,0
1e+06,1.7855e+06,0,1,0
1e+06,1.9183e+06,0,6,0
1e+06,4.7989e+05,0,1,0
1e+06,5.9227e+05,0,1,0
1e+06,6.6442e+05,0,4,0
1e+06,1e+06,0,11,0
1e+06,1.6229e+06,0,1,0
1e+06,1.4441e+06,1,0,0
1e+06,1e+06,0,3,1
1e+06,1.0104e+06,0,2,0
1e+06,1.715e+06,0,0,1
1e+06,2.1447e+06,0,3,5
1e+06,1e+06,0,9,13
1e+06,1.49e+06,0,1,0
1e+06,1.7748e+06,0,2,0
1e+06,2.1056e+06,0,1,0
1e+06,1e+06,0,0,2
1.0001e+05,1.7748e+06,0,1,0
1.0001e+05,1.9023e+06,1,0,0
1.0001e+06,1.0001e+06,0,0,1
1.0001e+06,1.3867e+06,0,3,0
1.0001e+06,1.7747e+06,0,0,1
1.0001e+06,6.4659e+05,0,2,1
1.0001e+06,7.2727e+05,0,1,0
1.0001e+06,1.0001e+06,0,1,0
1.0001e+06,7.2358e+05,0,1,0
1.0001e+06,8.8548e+05,0,0,1
1.0001e+06,1.7603e+06,0,1,0
1.0001e+06,1.7604e+06,0,1,0
1.0001e+06,5.251e+05,0,3,0
1.0001e+06,6.0987e+05,0,2,0
1.0001e+06,1.0001e+06,0,1,0
1.0001e+06,1.3088e+06,0,1,0
1.0001e+06,1.0001e+06,0,1,0
1.0001e+06,1.0001e+06,0,0,1
1.0001e+06,1.0775e+05,0,1,0
1.0001e+06,1.7604e+06,0,0,2
1.0001e+06,1.7747e+06,0,2,0
1.0001e+06,2.1054e+06,0,1,0
1.0001e+06,1.0001e+06,0,0,1
1.0001e+06,1.4708e+06,0,0,2
1.0001e+05,1.7746e+06,0,1,0
1.0001e+06,1.6066e+06,0,1,0
1.0001e+06,1.6066e+06,0,1,0
1.0001e+06,7.1329e+05,0,1,0
1.0001e+06,7.2535e+05,0,1,0
1.0001e+06,1.0001e+06,0,17,32
1.0001e+06,1.0198e+06,0,1,0
1.0001e+06,1.0989e+06,0,12,0
1.0001e+06,1.157e+06,2,0,0
1.0001e+06,1.234e+06,0,1,0
1.0001e+06,1.2925e+06,0,0,1
1.0001e+06,1.3278e+05,0,11,0
1.0001e+06,1.3684e+06,0,1,0
1.0001e+06,1.3979e+06,0,5,0
1.0001e+06,1.4688e+06,0,1,0
1.0001e+06,1.6065e+06,0,12,0
1.0001e+06,1.6066e+06,0,1,0
1.0001e+06,1.6066e+06,0,1,0
1.0001e+06,1.6066e+06,0,1,0
1.0001e+06,1.6066e+06,0,2,0
1.0001e+06,1.6556e+06,0,12,0
1.0001e+06,1.7603e+06,0,2,0
1.0001e+06,1.7603e+06,0,6,0
1.0001e+06,1.7603e+06,0,17,0
1.0001e+06,1.7603e+06,0,1,0
1.0001e+06,1.7604e+06,0,2,0
1.0001e+06,1.7604e+06,0,3,0
1.0001e+06,1.7604e+06,0,3,0
1.0001e+06,1.7604e+06,0,1,0
1.0001e+06,1.7604e+06,0,4,0
1.0001e+06,1.7607e+06,0,2,0
1.0001e+06,1.7744e+06,0,4,0
1.0001e+06,1.7745e+06,0,1,0
1.0001e+06,1.7745e+06,0,2,0
1.0001e+06,1.7745e+06,3,11,0
1.0001e+06,1.7746e+06,0,1,0
1.0001e+06,1.7747e+06,0,2,0
1.0001e+06,1.7747e+06,0,11,0
1.0001e+06,1.7747e+06,0,1,0
1.0001e+06,1.7747e+06,0,1,0
1.0001e+06,1.7747e+06,0,4,0
1.0001e+06,1.7748e+06,0,2,0
1.0001e+06,1.7748e+06,0,1,0
1.0001e+06,1.7749e+06,0,5,0
1.0001e+06,1.7749e+06,0,1,0
1.0001e+06,1.7749e+06,1,10,0
1.0001e+06,1.775e+06,0,3,0
1.0001e+06,1.775e+06,0,8,0
1.0001e+06,1.775e+06,0,5,0
1.0001e+06,1.775e+06,0,7,0
1.0001e+06,1.775e+06,0,2,0
1.0001e+06,1.775e+06,0,3,0
1.0001e+06,1.7751e+06,0,3,0
1.0001e+06,1.7751e+06,0,7,0
1.0001e+06,1.7751e+06,0,15,0
1.0001e+06,1.8402e+06,0,1,0
1.0001e+06,1.8709e+06,0,4,0
1.0001e+06,1.8855e+06,0,1,0
1.0001e+06,1.9287e+06,0,1,0
1.0001e+06,2.0264e+06,0,1,0
1.0001e+06,2.0823e+06,0,3,0
1.0001e+06,2.1053e+06,0,1,0
1.0001e+06,2.1054e+06,0,3,0
1.0001e+06,2.1055e+06,0,0,1
1.0001e+06,2.1055e+06,0,1,0
1.0001e+06,2.1055e+06,0,1,0
1.0001e+06,2.1056e+06,0,4,0
1.0001e+06,2.1056e+06,0,2,0
1.0001e+06,2.1844e+05,0,2,0
1.0001e+06,2.2608e+06,0,3,0
1.0001e+06,2.2873e+06,0,1,0
1.0001e+06,2.3147e+06,0,2,0
1.0001e+06,2.3359e+06,0,1,0
1.0001e+06,2.391e+06,0,2,0
1.0001e+06,2.4072e+06,0,2,0
1.0001e+06,2.4209e+06,0,2,0
1.0001e+06,3.7226e+05,0,1,0
1.0001e+06,4.4155e+05,0,5,0
1.0001e+06,5.1611e+05,0,3,0
1.0001e+06,5.5782e+05,0,2,0
1.0001e+06,5.6108e+05,0,1,1
1.0001e+06,5.6351e+05,0,2,0
1.0001e+06,5.9227e+05,0,1,0
1.0001e+06,6.6213e+05,0,19,0
1.0001e+06,6.8288e+05,0,1,0
1.0001e+06,7.0641e+05,0,4,0
1.0001e+06,7.1319e+05,0,1,0
1.0001e+06,7.1323e+05,0,2,0
1.0001e+06,7.1324e+05,0,2,0
1.0001e+06,7.1325e+05,0,2,0
1.0001e+06,7.2537e+05,0,3,0
1.0001e+06,7.2538e+05,0,1,0
1.0001e+06,7.2538e+05,0,1,0
1.0001e+06,7.4093e+05,0,2,0
1.0001e+06,8.2229e+05,0,0,1
1.0001e+06,8.5347e+05,0,1,0
1.0001e+06,1.7604e+06,0,0,1
1.0001e+06,1.8372e+06,0,1,0
1.0001e+06,1.8701e+06,0,0,1
1.0001e+06,1.7604e+06,1,0,0
1.0001e+06,1.7746e+06,0,0,1
1.0001e+06,2.2198e+06,0,28,0
