1000001	373407
1000001	461001
1000001	692475
1000002	1760423
1000002	1760426
1000002	1760642
1000002	1774712
1000002	1774861
1000002	1774957
1000002	1774963
1000002	491692
1000002	958667
1000003	1368031
1000004	1290320
1000004	1419930
1000004	1514153
1000004	1665495
1000004	1675399
1000004	1760297
1000004	1760322
1000004	1760324
1000004	1774384
1000004	1774413
1000004	1774466
1000004	1774472
1000004	1774509
1000004	1774548
1000004	1774589
1000004	1774613
1000004	1774675
1000004	1774687
1000004	1774718
1000004	1774753
1000004	1774789
1000004	1774839
1000004	1774848
1000004	1774849
1000004	1774862
1000004	1774917
1000004	1774949
1000004	1774967
1000004	1774968
1000004	1775013
1000004	1775076
1000004	1928655
1000004	1954203
1000004	2105333
1000004	2105369
1000004	2105491
1000004	2105591
1000004	2105598
1000004	218438
1000004	2412489
1000004	2416656
1000004	548917
1000004	592273
1000004	651711
1000004	662040
1000004	710776
1000004	844835
1000004	871281
1000004	888386
1000004	891171
1000005	682877
1000005	724553
1000005	748082
1000006	1045811
1000006	1086517
1000006	1444067
1000006	1675399
1000006	1760322
1000006	1760348
1000006	1760642
1000006	1774509
1000006	1774684
1000006	1774723
1000006	1774839
1000006	1774848
1000006	1774849
1000006	1774925
1000006	1774952
1000006	1774977
1000006	1775005
1000006	1775013
1000006	1775051
1000006	1775076
1000006	2335867
1000006	2339484
1000006	444336
1000006	513098
1000006	609868
1000006	611359
1000006	959822
1000007	1111480
1000007	1774436
1000007	1774505
1000007	1918326
1000007	837776
1000008	1131691
1000008	175362
1000008	1760353
1000008	1760411
1000008	1760414
1000008	1760417
1000008	1760422
1000008	1760423
1000008	1760424
1000008	1774429
1000008	1774686
1000008	1774722
1000008	1774968
1000008	2078521
1000008	229492
1000008	291065
1000008	304240
1000008	458026
1000008	562600
1000008	579997
1000008	631911
1000008	633220
1000009	1001365
1000009	1004622
1000009	1030144
1000009	1072776
1000009	1078950
1000009	1081914
1000009	1086517
1000009	1095728
1000009	1095970
1000009	1099774
1000009	1107800
1000009	114084
1000009	1163311
1000009	1177264
1000009	1191833
1000009	127164
1000009	1302771
1000009	1310818
1000009	131665
1000009	133671
1000009	1349990
1000009	140050
1000009	1409277
1000009	1421260
1000009	1436603
1000009	1451363
1000009	1463370
1000009	1470055
1000009	1478573
1000009	1504100
1000009	1567096
1000009	1606462
1000009	1606552
1000009	1606554
1000009	1606557
1000009	1606559
1000009	1606564
1000009	1606565
1000009	1606566
1000009	1606570
1000009	1606573
1000009	1606574
1000009	1606580
1000009	1606592
1000009	1606606
1000009	1606608
1000009	1606609
1000009	1606610
1000009	1606613
1000009	1606620
1000009	1644868
1000009	1655595
1000009	1696094
1000009	1701707
1000009	1722433
1000009	175442
1000009	1760320
1000009	1760323
1000009	1760338
1000009	1760367
1000009	1760376
1000009	1760377
1000009	1760378
1000009	1760384
1000009	1760388
1000009	1760396
1000009	1760401
1000009	1760402
1000009	1760423
1000009	1760489
1000009	1760583
1000009	1760584
1000009	1771150
1000009	1773841
1000009	1774399
1000009	1774436
1000009	1774455
1000009	1774460
1000009	1774532
1000009	1774539
1000009	1774542
1000009	1774554
1000009	1774590
1000009	1774614
1000009	1774616
1000009	1774643
1000009	1774662
1000009	1774705
1000009	1774708
1000009	1774717
1000009	1774733
1000009	1774754
1000009	1774789
1000009	1774793
1000009	1774816
1000009	1774861
1000009	1774862
1000009	1774865
1000009	1774866
1000009	1774869
1000009	1774875
1000009	1774876
1000009	1774892
1000009	1774893
1000009	1774895
1000009	1774896
1000009	1774898
1000009	1774899
1000009	1774900
1000009	1774953
1000009	1774954
1000009	1774957
1000009	1774960
1000009	1774963
1000009	1774973
1000009	1774985
1000009	1774999
1000009	1775001
1000009	1775017
1000009	1775026
1000009	1775033
1000009	1775054
1000009	1775098
1000009	1775102
1000009	1785544
1000009	1793885
1000009	1794635
1000009	180788
1000009	1837210
1000009	1853035
1000009	1861429
1000009	1869430
1000009	1870054
1000009	1903591
1000009	1908887
1000009	1927147
1000009	1928655
1000009	1928675
1000009	1928730
1000009	1928731
1000009	1928732
1000009	1928735
1000009	1928740
1000009	1928741
1000009	1928749
1000009	1954203
1000009	2022080
1000009	2024107
1000009	2028908
1000009	2032424
1000009	2038546
1000009	2044433
1000009	2089276
1000009	2093346
1000009	2099265
1000009	2105452
1000009	2105455
1000009	2105464
1000009	2105465
1000009	2105476
1000009	2105480
1000009	2105482
1000009	2105484
1000009	2105489
1000009	2105500
1000009	2105510
1000009	2105511
1000009	2105514
1000009	2105532
1000009	2105541
1000009	2105545
1000009	2105550
1000009	2105561
1000009	2105562
1000009	2105563
1000009	2105588
1000009	2105591
1000009	2105592
1000009	2105595
1000009	2105597
1000009	2105598
1000009	2105599
1000009	2105620
1000009	2105630
1000009	2105721
1000009	2105722
1000009	2105767
1000009	2105774
1000009	2105777
1000009	2105779
1000009	2105781
1000009	2127820
1000009	2158259
1000009	2161566
1000009	2169800
1000009	2172762
1000009	2176514
1000009	2179887
1000009	2184157
1000009	2188303
1000009	2206687
1000009	2215395
1000009	2218292
1000009	2238511
1000009	2255983
1000009	2287260
1000009	230263
1000009	2361882
1000009	2373482
1000009	2374120
1000009	2385497
